,GENDER,STRATUM,CR_S11,CC_S11,ENG_S11,CR_PRO,CC_PRO,ENG_PRO,COL_GRADE_AVG_org,HI_GRADE_AVG_org,GENDER_bin,COL_GRADE_AVG,HI_GRADE_AVG
11956,M,Stratum 2,61,56,45,38,41,43,40.666666666666664,54.0,0,-0.9776054386551833,-0.7170631229233819
11957,M,Stratum 2,75,80,93,94,94,65,84.33333333333333,82.66666666666667,0,0.9371340623327208,2.1802069668684187
11958,M,Stratum 2,57,65,73,43,81,89,71.0,65.0,0,0.3524807795883227,0.3946800510664949
11959,M,Stratum 3,65,80,69,89,99,87,91.66666666666667,71.33333333333333,0,1.2586933678421401,1.0347746057879386
11960,F,Stratum 1,54,49,44,41,52,28,40.333333333333336,49.0,1,-0.9922217707237931,-1.222400929282417
11961,M,Stratum 1,55,56,44,49,44,25,39.333333333333336,51.666666666666664,0,-1.036070766929623,-0.9528874325575984
11962,F,Stratum 2,57,53,48,71,57,27,51.666666666666664,52.666666666666664,1,-0.49526648039105486,-0.8518198712857915
11963,F,Stratum 2,67,54,65,64,97,62,74.33333333333333,62.0,1,0.4986441002744221,0.09147736725107394
11964,F,Stratum 3,51,38,51,15,46,18,26.333333333333332,46.666666666666664,1,-1.6061077176054113,-1.4582252389166335
11965,F,Stratum 3,75,69,88,74,91,91,85.33333333333333,77.33333333333333,1,0.9809830585385506,1.6411799734187806
11966,F,Stratum 2,78,71,68,72,96,79,82.33333333333333,72.33333333333333,1,0.849436069921061,1.1358421670597456
11967,M,Stratum 1,55,59,47,100,100,64,88.0,53.666666666666664,0,1.0979137150874305,-0.7507523100139845
11968,M,Stratum 2,70,75,65,85,98,94,92.33333333333333,70.0,0,1.2879260319793597,0.9000178574255299
11969,M,Stratum 2,72,65,71,97,90,93,93.33333333333333,69.33333333333333,0,1.3317750281851894,0.8326394832443247
11970,M,Stratum 2,60,65,59,95,89,52,78.66666666666667,61.333333333333336,0,0.688656417166352,0.02409899306986953
11971,M,Stratum 4,63,67,79,76,91,93,86.66666666666667,69.66666666666667,0,1.039448386812991,0.866328670334928
11972,F,Stratum 2,69,67,51,35,40,23,32.666666666666664,62.333333333333336,1,-1.3283974083018224,0.1251665543416765
11973,F,Stratum 2,51,59,47,29,63,54,48.666666666666664,52.333333333333336,1,-0.6268134690085444,-0.8855090583763934
11974,F,Stratum 2,70,62,49,47,81,27,51.666666666666664,60.333333333333336,1,-0.49526648039105486,-0.07696856820193745
11975,F,Stratum 2,57,60,50,38,50,40,42.666666666666664,55.666666666666664,1,-0.8899074462435237,-0.5486171874703706
11976,M,Stratum 2,60,61,58,65,65,27,52.333333333333336,59.666666666666664,0,-0.4660338162538347,-0.14434694238314258
11977,M,Stratum 3,52,54,48,44,60,61,55.0,51.333333333333336,0,-0.3491031597049552,-0.9865766196482003
11978,M,Stratum 3,47,56,52,5,86,75,55.333333333333336,51.666666666666664,0,-0.33448682763634513,-0.9528874325575984
11979,F,Stratum 2,75,93,67,95,99,86,93.33333333333333,78.33333333333333,1,1.3317750281851894,1.7422475346905875
11980,F,Stratum 2,92,69,64,97,91,77,88.33333333333333,75.0,1,1.1125300471560402,1.4053556637845648
11981,F,Stratum 2,75,66,88,88,77,100,88.33333333333333,76.33333333333333,1,1.1125300471560402,1.5401124121469736
11982,M,Stratum 3,65,66,67,74,60,66,66.66666666666667,66.0,0,0.16246846269639348,0.4957476123383019
11983,M,Stratum 2,63,65,52,89,67,40,65.33333333333333,60.0,0,0.10400313442195325,-0.11065775529254003
11984,F,Stratum 3,65,62,73,77,7,87,57.0,66.66666666666667,1,-0.26140516729329544,0.5631259865195071
11985,M,Stratum 1,55,71,51,87,58,68,71.0,59.0,0,0.3524807795883227,-0.211725316564347
11986,M,Stratum 6,92,77,100,100,98,100,99.33333333333333,89.66666666666667,0,1.5948690054201689,2.887679895771068
11987,F,Stratum 1,65,49,51,78,61,71,70.0,55.0,1,0.30863178338249286,-0.615995561651575
11988,M,Stratum 4,58,47,48,17,55,74,48.666666666666664,51.0,0,-0.6268134690085444,-1.0202658067388028
11989,M,Stratum 1,55,59,54,42,1,70,37.666666666666664,56.0,0,-1.109152427272673,-0.5149280003797679
11990,M,Stratum 4,55,61,68,65,71,79,71.66666666666667,61.333333333333336,0,0.38171344372554283,0.02409899306986953
11991,F,Stratum 6,65,80,75,87,96,90,91.0,73.33333333333333,1,1.22946070370492,1.2369097283315527
11992,M,Stratum 6,67,66,82,94,88,98,93.33333333333333,71.66666666666667,0,1.3317750281851894,1.0684637928785419
11993,F,Stratum 1,56,62,54,91,6,68,55.0,57.333333333333336,1,-0.3491031597049552,-0.3801712520173584
11994,F,Stratum 2,75,67,69,98,91,74,87.66666666666667,70.33333333333333,1,1.0832973830188206,0.9337070445161317
11995,F,Stratum 4,69,57,52,52,68,76,65.33333333333333,59.333333333333336,1,0.10400313442195325,-0.17803612947374445
11996,M,Stratum 3,52,57,50,21,7,17,15.0,53.0,0,-2.10306300793815,-0.818130684195189
11997,M,Stratum 3,65,77,59,100,87,76,87.66666666666667,67.0,0,1.0832973830188206,0.5968151736101088
11998,F,Stratum 2,62,64,93,95,83,94,90.66666666666667,73.0,1,1.2148443716363104,1.2032205412409507
11999,M,Stratum 5,63,62,75,72,53,91,72.0,66.66666666666667,0,0.3963297757941526,0.5631259865195071
12000,F,Stratum 4,70,65,88,79,74,95,82.66666666666667,74.33333333333333,1,0.8640524019896714,1.3379772896033597
12001,M,Stratum 4,79,72,100,90,87,100,92.33333333333333,83.66666666666667,0,1.2879260319793597,2.2812745281402256
12002,M,Stratum 4,65,65,85,82,82,92,85.33333333333333,71.66666666666667,0,0.9809830585385506,1.0684637928785419
12003,M,Stratum 4,92,87,100,100,99,100,99.66666666666667,93.0,0,1.6094853374887792,3.2245717666770903
12004,F,Stratum 4,63,88,88,100,94,95,96.33333333333333,79.66666666666667,1,1.4633220168026793,1.8770042830529978
12005,M,Stratum 4,72,71,100,87,97,99,94.33333333333333,81.0,0,1.3756240243910194,2.0117610314154066
12006,M,Stratum 3,78,81,71,99,95,95,96.33333333333333,76.66666666666667,0,1.4633220168026793,1.573801599237577
12007,M,Stratum 3,63,58,93,87,72,95,84.66666666666667,71.33333333333333,0,0.9517503944013311,1.0347746057879386
12008,M,Stratum 2,61,71,63,18,60,78,52.0,65.0,0,-0.4806501483224448,0.3946800510664949
12009,F,Stratum 3,38,43,44,26,15,40,27.0,41.666666666666664,1,-1.5768750534681915,-1.9635630452756683
12010,M,Stratum 1,67,67,48,86,100,70,85.33333333333333,60.666666666666664,0,0.9809830585385506,-0.043279381111335606
12011,M,Stratum 2,51,51,48,30,38,24,30.666666666666668,50.0,0,-1.416095400713482,-1.12133336801061
12012,F,Stratum 1,67,62,68,76,77,75,76.0,65.66666666666667,1,0.571725760617472,0.4620584252477
12013,F,Stratum 2,60,51,52,33,24,50,35.666666666666664,54.333333333333336,1,-1.1968504196843328,-0.6833739358327794
12014,F,Stratum 3,57,58,82,80,64,90,78.0,65.66666666666667,1,0.6594237530291318,0.4620584252477
12015,M,Stratum 3,58,75,49,94,26,70,63.333333333333336,60.666666666666664,0,0.016305142010293823,-0.043279381111335606
12016,M,Stratum 5,83,81,100,98,100,100,99.33333333333333,88.0,0,1.5948690054201689,2.7192339603180558
12017,M,Stratum 5,72,67,84,80,71,98,83.0,74.33333333333333,0,0.8786687340582812,1.3379772896033597
12018,F,Stratum 5,79,88,100,98,99,100,99.0,89.0,1,1.580252673351559,2.8203015215898626
12019,M,Stratum 5,69,75,88,93,87,91,90.33333333333333,77.33333333333333,0,1.2002280395676999,1.6411799734187806
12020,M,Stratum 3,58,62,54,23,26,46,31.666666666666668,58.0,0,-1.3722464045076521,-0.312792877836154
12021,M,Stratum 4,67,77,84,76,83,42,67.0,76.0,0,0.17708479476500325,1.5064232250563718
12022,M,Stratum 2,57,49,62,26,29,44,33.0,56.0,0,-1.3137810762332123,-0.5149280003797679
12023,F,Stratum 2,70,59,64,88,76,83,82.33333333333333,64.33333333333333,1,0.849436069921061,0.32730167688528977
12024,F,Stratum 3,72,62,58,84,84,80,82.66666666666667,64.0,1,0.8640524019896714,0.2936124897946879
12025,F,Stratum 2,55,62,53,29,71,37,45.666666666666664,56.666666666666664,1,-0.7583604576260341,-0.44754962619856353
12026,F,Stratum 3,62,75,64,65,54,57,58.666666666666664,67.0,1,-0.18832350695024577,0.5968151736101088
12027,F,Stratum 1,61,59,64,72,67,75,71.33333333333333,61.333333333333336,1,0.36709711165693243,0.02409899306986953
12028,M,Stratum 4,92,77,93,100,92,98,96.66666666666667,87.33333333333333,0,1.4779383488712896,2.6518555861368505
12029,F,Stratum 6,60,63,88,40,87,96,74.33333333333333,70.33333333333333,1,0.4986441002744221,0.9337070445161317
12030,M,Stratum 2,60,58,58,27,90,77,64.66666666666667,58.666666666666664,0,0.07477047028473376,-0.24541450365494957
12031,F,Stratum 4,61,65,93,89,80,98,89.0,73.0,1,1.1417627112932602,1.2032205412409507
12032,M,Stratum 2,63,69,61,90,87,75,84.0,64.33333333333333,0,0.922517730264111,0.32730167688528977
12033,M,Stratum 2,69,67,60,99,81,92,90.66666666666667,65.33333333333333,0,1.2148443716363104,0.42836923815709677
12034,F,Stratum 4,60,61,66,72,69,92,77.66666666666667,62.333333333333336,1,0.644807420960522,0.1251665543416765
12035,F,Stratum 3,58,52,63,33,72,82,62.333333333333336,57.666666666666664,1,-0.027543854195536045,-0.34648206492675654
12036,M,Stratum 3,65,65,59,96,5,72,57.666666666666664,63.0,0,-0.23217250315607563,0.19254492852288094
12037,M,Stratum 6,70,62,100,85,80,98,87.66666666666667,77.33333333333333,0,1.0832973830188206,1.6411799734187806
12038,M,Stratum 2,38,52,52,57,47,63,55.666666666666664,47.333333333333336,0,-0.3198704955677354,-1.3908468647354282
12039,M,Stratum 2,61,69,67,90,91,82,87.66666666666667,65.66666666666667,0,1.0832973830188206,0.4620584252477
12040,M,Stratum 2,58,58,70,85,74,87,82.0,62.0,0,0.8348197378524512,0.09147736725107394
12041,M,Stratum 4,61,51,66,66,67,77,70.0,59.333333333333336,0,0.30863178338249286,-0.17803612947374445
12042,M,Stratum 5,49,56,61,17,2,69,29.333333333333332,55.333333333333336,0,-1.4745607289879217,-0.5823063745609723
12043,F,Stratum 1,72,61,60,84,88,76,82.66666666666667,64.33333333333333,1,0.8640524019896714,0.32730167688528977
12044,M,Stratum 2,57,62,50,46,21,76,47.666666666666664,56.333333333333336,0,-0.6706624652143743,-0.4812388132891654
12045,F,Stratum 1,72,62,67,92,87,65,81.33333333333333,67.0,1,0.8055870737152311,0.5968151736101088
12046,F,Stratum 2,63,59,53,86,95,66,82.33333333333333,58.333333333333336,1,0.849436069921061,-0.2791036907455514
12047,F,Stratum 2,57,54,61,74,83,78,78.33333333333333,57.333333333333336,1,0.6740400850977415,-0.3801712520173584
12048,M,Stratum 3,63,50,58,85,54,49,62.666666666666664,57.0,0,-0.012927522126926296,-0.413860439107961
12049,F,Stratum 2,57,57,48,59,76,61,65.33333333333333,54.0,1,0.10400313442195325,-0.7170631229233819
12050,M,Stratum 3,61,62,64,89,94,82,88.33333333333333,62.333333333333336,0,1.1125300471560402,0.1251665543416765
12051,M,Stratum 2,69,72,71,79,88,57,74.66666666666667,70.66666666666667,0,0.5132604323430324,0.9673962316067349
12052,F,Stratum 3,51,58,60,60,53,67,60.0,56.333333333333336,1,-0.12985817867580585,-0.4812388132891654
12053,M,Stratum 2,63,64,71,97,16,78,63.666666666666664,66.0,0,0.030921474078903572,0.4957476123383019
12054,M,Stratum 2,65,70,53,26,11,69,35.333333333333336,62.666666666666664,0,-1.2114667517529425,0.15885574143227837
12055,M,Stratum 3,63,77,61,90,98,75,87.66666666666667,67.0,0,1.0832973830188206,0.5968151736101088
12056,M,Stratum 3,65,65,75,81,83,90,84.66666666666667,68.33333333333333,0,0.9517503944013311,0.7315719219725177
12057,F,Stratum 4,72,63,75,94,91,93,92.66666666666667,70.0,1,1.30254236404797,0.9000178574255299
12058,F,Stratum 3,72,72,84,79,84,94,85.66666666666667,76.0,1,0.995599390607161,1.5064232250563718
12059,F,Stratum 4,54,44,58,34,4,47,28.333333333333332,52.0,1,-1.5184097251937516,-0.9191982454669959
12060,F,Stratum 3,78,71,60,94,86,68,82.66666666666667,69.66666666666667,1,0.8640524019896714,0.866328670334928
12061,F,Stratum 4,61,63,81,80,87,96,87.66666666666667,68.33333333333333,1,1.0832973830188206,0.7315719219725177
12062,M,Stratum 1,54,67,65,90,81,76,82.33333333333333,62.0,0,0.849436069921061,0.09147736725107394
12063,M,Stratum 3,78,80,100,91,78,99,89.33333333333333,86.0,0,1.1563790433618701,2.5170988377744417
12064,M,Stratum 1,54,53,60,35,13,77,41.666666666666664,55.666666666666664,0,-0.9337564424493535,-0.5486171874703706
12065,F,Stratum 4,60,61,60,5,69,33,35.666666666666664,60.333333333333336,1,-1.1968504196843328,-0.07696856820193745
12066,M,Stratum 1,72,66,60,30,62,48,46.666666666666664,66.0,0,-0.7145114614202042,0.4957476123383019
12067,F,Stratum 4,72,69,100,83,98,94,91.66666666666667,80.33333333333333,1,1.2586933678421401,1.9443826572342016
12068,M,Stratum 2,69,71,51,3,3,4,3.3333333333333335,63.666666666666664,0,-2.614634630339498,0.25992330270408537
12069,M,Stratum 3,58,60,60,71,5,83,53.0,59.333333333333336,0,-0.4368011521166149,-0.17803612947374445
12070,F,Stratum 5,63,56,73,54,22,78,51.333333333333336,64.0,1,-0.5098828124596646,0.2936124897946879
12071,F,Stratum 4,51,51,69,42,75,72,63.0,57.0,1,0.0016888099416837636,-0.413860439107961
12072,M,Stratum 3,67,69,63,79,78,78,78.33333333333333,66.33333333333333,0,0.6740400850977415,0.5294367994289038
12073,M,Stratum 2,56,58,55,76,35,45,52.0,56.333333333333336,0,-0.4806501483224448,-0.4812388132891654
12074,M,Stratum 3,57,69,71,70,40,92,67.33333333333333,65.66666666666667,0,0.19170112683361298,0.4620584252477
12075,F,Stratum 5,54,59,52,43,58,60,53.666666666666664,55.0,1,-0.4075684879793951,-0.615995561651575
12076,F,Stratum 4,63,54,61,70,66,70,68.66666666666667,59.333333333333336,1,0.25016645510805324,-0.17803612947374445
12077,M,Stratum 3,80,88,78,76,80,42,66.0,82.0,0,0.13323579855917336,2.1128285926872135
12078,M,Stratum 1,50,49,42,54,34,24,37.333333333333336,47.0,0,-1.1237687593412828,-1.4245360518260308
12079,M,Stratum 2,72,80,53,99,95,83,92.33333333333333,68.33333333333333,0,1.2879260319793597,0.7315719219725177
12080,F,Stratum 2,63,64,50,54,89,51,64.66666666666667,59.0,1,0.07477047028473376,-0.211725316564347
12081,M,Stratum 2,69,70,55,82,96,74,84.0,64.66666666666667,0,0.922517730264111,0.36099086397589303
12082,F,Stratum 2,60,70,73,49,50,79,59.333333333333336,67.66666666666667,1,-0.15909084281302566,0.664193547791314
12083,F,Stratum 1,55,58,58,44,63,59,55.333333333333336,57.0,1,-0.33448682763634513,-0.413860439107961
12084,M,Stratum 3,55,57,66,37,10,77,41.333333333333336,59.333333333333336,0,-0.9483727745179633,-0.17803612947374445
12085,F,Stratum 1,47,52,44,66,66,79,70.33333333333333,47.666666666666664,1,0.3232481154511026,-1.3571576776448264
12086,M,Stratum 1,62,65,75,46,97,61,68.0,67.33333333333333,0,0.2209337909708331,0.6305043607007107
12087,M,Stratum 1,65,66,61,90,42,81,71.0,64.0,0,0.3524807795883227,0.2936124897946879
12088,F,Stratum 3,69,60,53,87,89,57,77.66666666666667,60.666666666666664,1,0.644807420960522,-0.043279381111335606
12089,F,Stratum 2,63,61,55,82,66,67,71.66666666666667,59.666666666666664,1,0.38171344372554283,-0.14434694238314258
12090,F,Stratum 2,58,57,55,57,18,49,41.333333333333336,56.666666666666664,1,-0.9483727745179633,-0.44754962619856353
12091,F,Stratum 2,60,77,70,91,82,83,85.33333333333333,69.0,1,0.9809830585385506,0.7989502961537228
12092,M,Stratum 2,61,59,57,86,89,81,85.33333333333333,59.0,0,0.9809830585385506,-0.211725316564347
12093,M,Stratum 3,63,75,52,94,95,74,87.66666666666667,63.333333333333336,0,1.0832973830188206,0.2262341156134835
12094,F,Stratum 2,61,62,63,66,25,71,54.0,62.0,1,-0.39295215591078503,0.09147736725107394
12095,F,Stratum 3,51,56,50,3,25,62,30.0,52.333333333333336,1,-1.4453280648507019,-0.8855090583763934
12096,M,Stratum 3,63,59,55,68,21,38,42.333333333333336,59.0,0,-0.9045237783121334,-0.211725316564347
12097,M,Stratum 6,60,65,61,99,78,81,86.0,62.0,0,1.0102157226757706,0.09147736725107394
12098,F,Stratum 2,63,49,79,85,80,87,84.0,63.666666666666664,1,0.922517730264111,0.25992330270408537
12099,M,Stratum 3,72,69,100,93,76,95,88.0,80.33333333333333,0,1.0979137150874305,1.9443826572342016
12100,M,Stratum 3,72,87,65,85,85,70,80.0,74.66666666666667,0,0.7471217454407916,1.371666476693963
12101,F,Stratum 2,57,64,64,89,70,71,76.66666666666667,61.666666666666664,1,0.6009584247546922,0.05778818016047138
12102,M,Stratum 1,55,71,49,67,84,65,72.0,58.333333333333336,0,0.3963297757941526,-0.2791036907455514
12103,F,Stratum 4,75,72,73,99,95,93,95.66666666666667,73.33333333333333,1,1.4340893526654597,1.2369097283315527
12104,M,Stratum 6,57,56,53,22,13,30,21.666666666666668,55.333333333333336,0,-1.8107363665659508,-0.5823063745609723
12105,F,Stratum 2,65,80,75,98,100,95,97.66666666666667,73.33333333333333,1,1.5217873450771193,1.2369097283315527
12106,M,Stratum 5,60,64,100,92,65,99,85.33333333333333,74.66666666666667,0,0.9809830585385506,1.371666476693963
12107,F,Stratum 4,58,53,54,19,38,48,35.0,55.0,1,-1.2260830838215526,-0.615995561651575
12108,M,Stratum 2,58,65,73,65,92,76,77.66666666666667,65.33333333333333,0,0.644807420960522,0.42836923815709677
12109,F,Stratum 2,75,83,69,97,96,83,92.0,75.66666666666667,1,1.2733096999107498,1.4727340379657698
12110,M,Stratum 2,65,67,56,70,13,75,52.666666666666664,62.666666666666664,0,-0.451417484185225,0.15885574143227837
12111,M,Stratum 4,57,75,93,97,97,95,96.33333333333333,75.0,0,1.4633220168026793,1.4053556637845648
12112,M,Stratum 5,83,75,100,99,99,100,99.33333333333333,86.0,0,1.5948690054201689,2.5170988377744417
12113,F,Stratum 2,48,51,54,29,79,63,57.0,51.0,1,-0.26140516729329544,-1.0202658067388028
12114,M,Stratum 1,67,65,73,88,88,89,88.33333333333333,68.33333333333333,0,1.1125300471560402,0.7315719219725177
12115,F,Stratum 3,72,61,63,97,98,85,93.33333333333333,65.33333333333333,1,1.3317750281851894,0.42836923815709677
12116,M,Stratum 3,72,73,82,89,99,94,94.0,75.66666666666667,0,1.3610076923224097,1.4727340379657698
12117,F,Stratum 2,69,59,60,61,85,78,74.66666666666667,62.666666666666664,1,0.5132604323430324,0.15885574143227837
12118,M,Stratum 5,65,77,93,90,85,94,89.66666666666667,78.33333333333333,0,1.1709953754304805,1.7422475346905875
12119,M,Stratum 4,75,75,100,99,95,99,97.66666666666667,83.33333333333333,0,1.5217873450771193,2.2475853410496227
12120,F,Stratum 6,72,75,93,86,81,94,87.0,80.0,1,1.0540647188816006,1.9106934701435996
12121,F,Stratum 1,52,59,45,48,38,39,41.666666666666664,52.0,1,-0.9337564424493535,-0.9191982454669959
12122,F,Stratum 2,55,60,55,69,83,72,74.66666666666667,56.666666666666664,1,0.5132604323430324,-0.44754962619856353
12123,F,Stratum 6,75,75,84,100,87,91,92.66666666666667,78.0,1,1.30254236404797,1.7085583475999857
12124,F,Stratum 2,75,75,62,92,84,65,80.33333333333333,70.66666666666667,1,0.7617380775094013,0.9673962316067349
12125,F,Stratum 2,54,62,53,86,77,63,75.33333333333333,56.333333333333336,1,0.5424930964802519,-0.4812388132891654
12126,M,Stratum 3,35,47,45,40,1,8,16.333333333333332,42.333333333333336,0,-2.0445976796637098,-1.8961846710944632
12127,M,Stratum 2,38,30,51,12,13,12,12.333333333333334,39.666666666666664,0,-2.2199936644870295,-2.1656981678192824
12128,M,Stratum 3,70,71,60,77,65,47,63.0,67.0,0,0.0016888099416837636,0.5968151736101088
12129,M,Stratum 3,65,62,61,99,86,70,85.0,62.666666666666664,0,0.9663667264699408,0.15885574143227837
12130,M,Stratum 3,55,64,61,59,48,72,59.666666666666664,60.0,0,-0.1444745107444159,-0.11065775529254003
12131,M,Stratum 3,65,60,62,49,42,73,54.666666666666664,62.333333333333336,0,-0.3637194917735652,0.1251665543416765
12132,M,Stratum 1,51,66,44,54,69,21,48.0,53.666666666666664,0,-0.6560461331457642,-0.7507523100139845
12133,M,Stratum 2,65,73,64,82,97,88,89.0,67.33333333333333,0,1.1417627112932602,0.6305043607007107
12134,M,Stratum 3,75,62,73,97,60,91,82.66666666666667,70.0,0,0.8640524019896714,0.9000178574255299
12135,F,Stratum 5,72,71,88,97,91,99,95.66666666666667,77.0,1,1.4340893526654597,1.6074907863281787
12136,M,Stratum 2,54,53,69,16,14,77,35.666666666666664,58.666666666666664,0,-1.1968504196843328,-0.24541450365494957
12137,M,Stratum 3,52,67,55,69,70,67,68.66666666666667,58.0,0,0.25016645510805324,-0.312792877836154
12138,F,Stratum 6,69,67,88,92,90,99,93.66666666666667,74.66666666666667,1,1.3463913602538,1.371666476693963
12139,F,Stratum 3,75,69,93,91,96,96,94.33333333333333,79.0,1,1.3756240243910194,1.8096259088717928
12140,M,Stratum 6,79,73,59,93,79,86,86.0,70.33333333333333,0,1.0102157226757706,0.9337070445161317
12141,M,Stratum 3,61,67,88,94,100,98,97.33333333333333,72.0,0,1.507171013008509,1.1021529799691439
12142,M,Stratum 3,65,69,85,67,77,89,77.66666666666667,73.0,0,0.644807420960522,1.2032205412409507
12143,M,Stratum 3,75,80,85,99,93,96,96.0,80.0,0,1.4487056847340694,1.9106934701435996
12144,M,Stratum 4,69,67,84,89,81,89,86.33333333333333,73.33333333333333,0,1.0248320547443805,1.2369097283315527
12145,M,Stratum 3,60,70,77,87,96,97,93.33333333333333,69.0,0,1.3317750281851894,0.7989502961537228
12146,M,Stratum 5,65,67,82,98,95,93,95.33333333333333,71.33333333333333,0,1.4194730205968493,1.0347746057879386
12147,F,Stratum 1,58,67,71,51,46,87,61.333333333333336,65.33333333333333,1,-0.0713928504013659,0.42836923815709677
12148,M,Stratum 2,69,65,100,20,9,95,41.333333333333336,78.0,0,-0.9483727745179633,1.7085583475999857
12149,M,Stratum 2,55,56,75,83,83,88,84.66666666666667,62.0,0,0.9517503944013311,0.09147736725107394
12150,M,Stratum 1,70,57,50,27,77,63,55.666666666666664,59.0,0,-0.3198704955677354,-0.211725316564347
12151,M,Stratum 3,47,45,44,24,57,36,39.0,45.333333333333336,0,-1.050687098998233,-1.5929819872790423
12152,M,Stratum 2,57,65,72,64,74,76,71.33333333333333,64.66666666666667,0,0.36709711165693243,0.36099086397589303
12153,M,Stratum 3,69,67,68,75,87,73,78.33333333333333,68.0,0,0.6740400850977415,0.6978827348819159
12154,F,Stratum 2,58,48,58,53,52,61,55.333333333333336,54.666666666666664,1,-0.33448682763634513,-0.6496847487421775
12155,M,Stratum 4,67,77,84,100,94,95,96.33333333333333,76.0,0,1.4633220168026793,1.5064232250563718
12156,M,Stratum 2,58,53,53,25,22,51,32.666666666666664,54.666666666666664,0,-1.3283974083018224,-0.6496847487421775
12157,M,Stratum 2,54,58,57,66,56,68,63.333333333333336,56.333333333333336,0,0.016305142010293823,-0.4812388132891654
12158,M,Stratum 4,67,73,88,92,88,96,92.0,76.0,0,1.2733096999107498,1.5064232250563718
12159,M,Stratum 4,60,64,82,90,97,97,94.66666666666667,68.66666666666667,0,1.3902403564596297,0.765261109063121
12160,M,Stratum 4,69,72,88,95,86,90,90.33333333333333,76.33333333333333,0,1.2002280395676999,1.5401124121469736
12161,M,Stratum 3,51,56,64,15,23,78,38.666666666666664,57.0,0,-1.0653034310668432,-0.413860439107961
12162,M,Stratum 3,58,61,58,74,12,80,55.333333333333336,59.0,0,-0.33448682763634513,-0.211725316564347
12163,M,Stratum 3,67,71,77,67,1,80,49.333333333333336,71.66666666666667,0,-0.5975808048713244,1.0684637928785419
12164,M,Stratum 2,67,62,54,69,95,78,80.66666666666667,61.0,0,0.7763544095780116,-0.009590194020733038
12165,M,Stratum 3,69,75,93,95,95,94,94.66666666666667,79.0,0,1.3902403564596297,1.8096259088717928
12166,M,Stratum 2,55,67,82,63,84,96,81.0,68.0,0,0.7909707416466214,0.6978827348819159
12167,M,Stratum 2,47,47,53,9,27,42,26.0,49.0,0,-1.6207240496740214,-1.222400929282417
12168,M,Stratum 1,60,62,63,76,95,84,85.0,61.666666666666664,0,0.9663667264699408,0.05778818016047138
12169,M,Stratum 4,61,73,68,83,82,83,82.66666666666667,67.33333333333333,0,0.8640524019896714,0.6305043607007107
12170,F,Stratum 3,70,71,88,83,50,81,71.33333333333333,76.33333333333333,1,0.36709711165693243,1.5401124121469736
12171,M,Stratum 4,57,62,79,88,21,94,67.66666666666667,66.0,0,0.20631745890222336,0.4957476123383019
12172,F,Stratum 2,61,69,65,96,99,82,92.33333333333333,65.0,1,1.2879260319793597,0.3946800510664949
12173,F,Stratum 2,65,59,47,49,94,56,66.33333333333333,57.0,1,0.14785213062778313,-0.413860439107961
12174,F,Stratum 3,65,59,65,79,15,84,59.333333333333336,63.0,1,-0.15909084281302566,0.19254492852288094
12175,F,Stratum 1,69,69,79,75,94,89,86.0,72.33333333333333,1,1.0102157226757706,1.1358421670597456
12176,M,Stratum 5,75,66,100,86,81,99,88.66666666666667,80.33333333333333,0,1.1271463792246506,1.9443826572342016
12177,M,Stratum 4,60,62,77,86,81,95,87.33333333333333,66.33333333333333,0,1.0686810509502103,0.5294367994289038
12178,M,Stratum 3,57,51,56,19,30,73,40.666666666666664,54.666666666666664,0,-0.9776054386551833,-0.6496847487421775
12179,F,Stratum 3,84,67,84,93,99,95,95.66666666666667,78.33333333333333,1,1.4340893526654597,1.7422475346905875
12180,F,Stratum 4,50,48,62,15,38,70,41.0,53.333333333333336,1,-0.9629891065865733,-0.7844414971045863
12181,M,Stratum 2,52,62,60,86,71,81,79.33333333333333,58.0,0,0.7178890813035714,-0.312792877836154
12182,M,Stratum 3,57,69,79,81,88,95,88.0,68.33333333333333,0,1.0979137150874305,0.7315719219725177
12183,F,Stratum 4,58,56,60,81,8,81,56.666666666666664,58.0,1,-0.2760214993619055,-0.312792877836154
12184,F,Stratum 1,57,65,59,83,88,75,82.0,60.333333333333336,1,0.8348197378524512,-0.07696856820193745
12185,F,Stratum 1,58,56,53,90,83,66,79.66666666666667,55.666666666666664,1,0.7325054133721818,-0.5486171874703706
12186,F,Stratum 2,45,56,42,14,45,39,32.666666666666664,47.666666666666664,1,-1.3283974083018224,-1.3571576776448264
12187,M,Stratum 1,67,62,53,85,56,90,77.0,60.666666666666664,0,0.6155747568233019,-0.043279381111335606
12188,F,Stratum 1,72,66,57,67,67,66,66.66666666666667,65.0,1,0.16246846269639348,0.3946800510664949
12189,M,Stratum 5,75,65,100,96,83,98,92.33333333333333,80.0,0,1.2879260319793597,1.9106934701435996
12190,F,Stratum 1,55,55,44,68,78,21,55.666666666666664,51.333333333333336,1,-0.3198704955677354,-0.9865766196482003
12191,M,Stratum 2,48,56,48,15,57,42,38.0,50.666666666666664,0,-1.094536095204063,-1.0539549938294055
12192,M,Stratum 2,75,69,69,88,94,84,88.66666666666667,71.0,0,1.1271463792246506,1.0010854186973368
12193,M,Stratum 2,69,69,100,90,65,94,83.0,79.33333333333333,0,0.8786687340582812,1.8433150959623945
12194,M,Stratum 4,51,54,60,36,76,78,63.333333333333336,55.0,0,0.016305142010293823,-0.615995561651575
