,GENDER,STRATUM,SCHOOL_NAT,SCHOOL_TYPE,MAT_S11,CR_S11,CC_S11,BIO_S11,ENG_S11,QR_PRO,CR_PRO,CC_PRO,ENG_PRO,WC_PRO,COL_GRADE_AVG,HI_GRADE_AVG,GENDER_bin
11831,F,Stratum_3,PRIVATE,ACADEMIC,75,75,63,68,84,97,59,97,95,54,80.4,73.0,1
11832,F,Stratum_3,PRIVATE,ACADEMIC,61,67,65,65,68,57,91,89,82,22,68.2,65.2,1
11833,M,Stratum_1,PUBLIC,TECHNICAL/ACADEMIC,79,70,73,79,79,98,98,37,85,71,77.8,76.0,0
11834,F,Stratum_4,PRIVATE,ACADEMIC,72,63,67,64,67,94,63,87,81,14,67.8,66.6,1
11835,F,Stratum_4,PRIVATE,ACADEMIC,75,60,72,65,93,98,79,85,94,86,88.4,73.0,1
11836,F,Stratum_3,PRIVATE,ACADEMIC,67,60,56,60,59,79,62,83,51,24,59.8,60.4,1
11837,F,Stratum_3,PRIVATE,ACADEMIC,75,75,72,68,88,93,87,93,100,87,92.0,75.6,1
11838,F,Stratum_3,PUBLIC,TECHNICAL/ACADEMIC,62,60,69,70,52,83,86,88,50,8,63.0,62.6,1
11839,M,Stratum_3,PUBLIC,TECHNICAL/ACADEMIC,74,61,64,75,61,99,88,98,76,94,91.0,67.0,0
11840,F,Stratum_2,PUBLIC,TECHNICAL/ACADEMIC,77,72,75,73,93,95,98,92,72,94,90.2,78.0,1
11841,M,Stratum_2,PUBLIC,TECHNICAL/ACADEMIC,79,69,69,69,85,79,63,84,90,21,67.4,74.2,0
11842,M,Stratum_3,PUBLIC,TECHNICAL/ACADEMIC,58,61,64,68,65,87,31,85,71,68,68.4,63.2,0
11843,F,Stratum_3,PUBLIC,TECHNICAL/ACADEMIC,61,62,54,59,49,84,81,72,42,77,71.2,57.0,1
11844,F,Stratum_2,PUBLIC,TECHNICAL/ACADEMIC,81,75,65,70,77,95,79,89,88,97,89.6,73.6,1
11845,F,Stratum_5,PRIVATE,ACADEMIC,67,67,61,60,60,83,82,16,60,54,59.0,63.0,1
11846,M,Stratum_1,PRIVATE,ACADEMIC,62,57,53,59,58,79,48,52,42,73,58.8,57.8,0
11847,F,Stratum_4,PRIVATE,ACADEMIC,70,75,65,72,73,99,96,96,91,61,88.6,71.0,1
11848,F,Stratum_4,PRIVATE,ACADEMIC,61,72,69,62,52,46,93,56,53,94,68.4,63.2,1
11849,F,Stratum_2,PRIVATE,ACADEMIC,85,65,75,76,84,100,96,97,92,76,92.2,77.0,1
11850,M,Stratum_2,PUBLIC,TECHNICAL/ACADEMIC,70,65,62,76,66,97,87,77,86,37,76.8,67.8,0
11851,F,Stratum_3,PRIVATE,TECHNICAL/ACADEMIC,59,63,64,69,64,85,65,38,77,16,56.2,63.8,1
11852,M,Stratum_4,PRIVATE,ACADEMIC,61,44,59,65,57,52,21,55,72,43,48.6,57.2,0
11853,M,Stratum_5,PRIVATE,ACADEMIC,78,77,81,86,78,100,94,98,85,77,90.8,80.0,0
11854,M,Stratum_4,PRIVATE,ACADEMIC,81,60,63,73,81,93,81,26,93,80,74.6,71.6,0
11855,M,Stratum_4,PRIVATE,ACADEMIC,72,50,60,68,71,96,55,47,88,66,70.4,64.2,0
11856,F,Stratum_4,PRIVATE,ACADEMIC,67,72,71,76,93,91,93,74,90,80,85.6,75.8,1
11857,F,Stratum_5,PRIVATE,ACADEMIC,92,75,72,87,100,100,99,97,97,99,98.4,85.2,1
11858,M,Stratum_1,PUBLIC,ACADEMIC,69,60,75,67,58,96,83,78,78,90,85.0,65.8,0
11859,M,Stratum_3,PRIVATE,ACADEMIC,99,72,87,85,88,94,98,98,88,88,93.2,86.2,0
11860,F,Stratum_1,PRIVATE,ACADEMIC,77,65,67,61,79,54,83,77,77,94,77.0,69.8,1
11861,F,Stratum_4,PRIVATE,ACADEMIC,92,92,67,89,100,99,99,95,97,53,88.6,88.0,1
11862,M,Stratum_2,PUBLIC,TECHNICAL/ACADEMIC,83,52,72,73,68,99,73,84,86,39,76.2,69.6,0
11863,F,Stratum_3,PRIVATE,ACADEMIC,72,72,67,70,88,69,58,38,95,99,71.8,73.8,1
11864,F,Stratum_5,PRIVATE,ACADEMIC,81,100,93,78,100,99,99,100,97,96,98.2,90.4,1
11865,M,Stratum_5,PRIVATE,ACADEMIC,77,72,63,76,100,91,98,73,97,91,90.0,77.6,0
11866,M,Stratum_4,PRIVATE,ACADEMIC,92,78,78,83,100,97,86,93,98,100,94.8,86.2,0
11867,M,Stratum_5,PRIVATE,ACADEMIC,99,69,78,85,93,87,98,97,99,96,95.4,84.8,0
11868,M,Stratum_5,PRIVATE,ACADEMIC,75,69,77,88,100,99,91,90,100,93,94.6,81.8,0
11869,F,Stratum_5,PRIVATE,ACADEMIC,67,75,58,73,88,87,55,67,91,63,72.6,72.2,1
11870,F,Stratum_6,PRIVATE,ACADEMIC,64,60,59,70,100,59,69,71,96,93,77.6,70.6,1
11871,M,Stratum_4,PRIVATE,ACADEMIC,100,92,75,81,93,100,95,37,94,99,85.0,88.2,0
11872,M,Stratum_4,PRIVATE,ACADEMIC,58,57,49,56,54,70,50,61,69,0,50.0,54.8,0
11873,F,Stratum_4,PRIVATE,ACADEMIC,85,75,71,77,88,99,83,95,93,39,81.8,79.2,1
11874,M,Stratum_3,PUBLIC,TECHNICAL/ACADEMIC,81,54,67,66,57,98,77,87,70,18,70.0,65.0,0
11875,M,Stratum_3,PUBLIC,TECHNICAL,66,55,59,52,61,64,21,75,73,90,64.6,58.6,0
11876,F,Stratum_2,PUBLIC,ACADEMIC,70,70,73,78,68,97,95,98,82,98,94.0,71.8,1
11877,F,Stratum_3,PRIVATE,ACADEMIC,75,67,62,74,88,99,84,88,97,45,82.6,73.2,1
11878,M,Stratum_3,PRIVATE,TECHNICAL,79,70,71,70,77,97,93,87,91,63,86.2,73.4,0
11879,F,Stratum_2,PRIVATE,ACADEMIC,62,78,62,69,71,84,90,88,72,94,85.6,68.4,1
11880,F,Stratum_4,PRIVATE,ACADEMIC,79,65,73,79,93,92,85,81,82,97,87.4,77.8,1
11881,M,Stratum_3,PRIVATE,ACADEMIC,57,63,69,60,59,92,97,15,65,79,69.6,61.6,0
11882,F,Stratum_4,PRIVATE,ACADEMIC,58,57,61,62,68,74,90,37,59,76,67.2,61.2,1
11883,M,Stratum_3,PRIVATE,TECHNICAL,92,67,64,69,71,100,61,30,86,92,73.8,72.6,0
11884,F,Stratum_2,PUBLIC,TECHNICAL,61,58,44,62,58,39,12,41,71,51,42.8,56.6,1
11885,F,Stratum_1,PUBLIC,TECHNICAL/ACADEMIC,81,65,69,77,82,94,96,84,88,60,84.4,74.8,1
11886,M,Stratum_1,PUBLIC,ACADEMIC,61,65,61,69,48,91,66,69,5,23,50.8,60.8,0
11887,M,Stratum_4,PRIVATE,ACADEMIC,99,92,70,91,69,98,72,94,86,99,89.8,84.2,0
11888,F,Stratum_4,PRIVATE,ACADEMIC,77,62,59,74,79,96,78,70,94,97,87.0,70.2,1
11889,M,Stratum_2,PUBLIC,TECHNICAL,87,65,83,84,81,93,32,53,93,48,63.8,80.0,0
11890,F,Stratum_3,PRIVATE,ACADEMIC,58,61,59,62,71,45,34,78,80,72,61.8,62.2,1
11891,M,Stratum_5,PRIVATE,ACADEMIC,69,60,69,67,64,98,69,78,84,71,80.0,65.8,0
11892,M,Stratum_3,PUBLIC,TECHNICAL,92,65,81,78,68,99,50,88,87,90,82.8,76.8,0
11893,M,Stratum_4,PRIVATE,ACADEMIC,95,69,64,81,85,100,70,73,94,30,73.4,78.8,0
11894,M,Stratum_3,PUBLIC,ACADEMIC,77,63,65,74,57,91,91,91,77,18,73.6,67.2,0
11895,F,Stratum_2,PRIVATE,ACADEMIC,87,67,70,73,77,99,95,60,92,70,83.2,74.8,1
11896,F,Stratum_3,PRIVATE,ACADEMIC,85,67,73,66,100,87,95,88,86,99,91.0,78.2,1
11897,F,Stratum_3,PRIVATE,ACADEMIC,64,72,65,69,73,92,92,95,69,84,86.4,68.6,1
11898,M,Stratum_2,PRIVATE,ACADEMIC,67,63,62,79,79,89,45,85,87,42,69.6,70.0,0
11899,F,Stratum_3,PRIVATE,ACADEMIC,64,52,53,55,57,75,59,11,71,96,62.4,56.2,1
11900,F,Stratum_3,PRIVATE,ACADEMIC,55,57,40,43,50,68,52,17,64,4,41.0,49.0,1
11901,M,Stratum_1,PUBLIC,TECHNICAL/ACADEMIC,69,78,75,74,93,99,97,100,96,90,96.4,77.8,0
11902,M,Stratum_1,PUBLIC,ACADEMIC,55,54,50,46,53,59,37,18,50,0,32.8,51.6,0
11903,M,Stratum_1,PUBLIC,TECHNICAL/ACADEMIC,83,72,78,84,93,100,95,94,98,90,95.4,82.0,0
11904,M,Stratum_5,PRIVATE,ACADEMIC,75,70,71,74,79,89,94,95,89,87,90.8,73.8,0
11905,M,Stratum_4,PRIVATE,ACADEMIC,67,72,62,65,77,80,69,96,95,99,87.8,68.6,0
11906,F,Stratum_2,PUBLIC,ACADEMIC,58,52,57,54,41,67,11,63,43,46,46.0,52.4,1
11907,M,Stratum_2,PRIVATE,ACADEMIC,67,60,67,62,52,98,96,64,67,15,68.0,61.6,0
11908,M,Stratum_2,PRIVATE,ACADEMIC,50,50,54,54,49,79,46,60,29,39,50.6,51.4,0
11909,M,Stratum_2,PRIVATE,ACADEMIC,61,52,58,67,64,87,32,61,81,98,71.8,60.4,0
11910,F,Stratum_4,PRIVATE,ACADEMIC,74,69,75,71,93,99,79,98,96,99,94.2,76.4,1
11911,F,Stratum_2,PUBLIC,TECHNICAL,69,57,65,66,58,78,58,63,79,55,66.6,63.0,1
11912,F,Stratum_2,PUBLIC,TECHNICAL/ACADEMIC,79,75,65,76,71,100,99,94,94,89,95.2,73.2,1
11913,M,Stratum_3,PRIVATE,ACADEMIC,75,70,69,68,100,99,83,93,97,18,78.0,76.4,0
11914,M,Stratum_2,PUBLIC,TECHNICAL/ACADEMIC,77,52,54,68,58,85,64,47,67,74,67.4,61.8,0
11915,F,Stratum_2,PRIVATE,ACADEMIC,67,65,61,65,64,81,94,96,83,72,85.2,64.4,1
11916,F,Stratum_1,PUBLIC,TECHNICAL/ACADEMIC,70,67,67,65,79,100,98,93,98,83,94.4,69.6,1
11917,M,Stratum_3,PUBLIC,TECHNICAL/ACADEMIC,62,60,58,66,68,73,91,92,91,54,80.2,62.8,0
11918,F,Stratum_2,PUBLIC,TECHNICAL,52,44,42,39,42,12,21,12,29,20,18.8,43.8,1
11919,F,Stratum_1,PUBLIC,TECHNICAL,67,58,67,64,54,91,78,62,67,23,64.2,62.0,1
11920,F,Stratum_4,PRIVATE,ACADEMIC,50,75,62,58,85,52,97,75,98,95,83.4,66.0,1
11921,F,Stratum_3,PUBLIC,TECHNICAL/ACADEMIC,81,75,67,72,65,99,99,91,89,47,85.0,72.0,1
11922,F,Stratum_1,PUBLIC,ACADEMIC,67,67,67,72,65,91,65,72,37,11,55.2,67.6,1
11923,M,Stratum_1,PUBLIC,ACADEMIC,81,61,66,79,79,98,86,87,99,78,89.6,73.2,0
11924,M,Stratum_2,PRIVATE,ACADEMIC,69,54,49,63,45,87,86,67,4,62,61.2,56.0,0
11925,M,Stratum_3,PRIVATE,ACADEMIC,79,57,69,81,81,80,53,39,95,20,57.4,73.4,0
11926,M,Stratum_1,PUBLIC,ACADEMIC,66,70,67,71,64,96,87,99,83,84,89.8,67.6,0
11927,F,Stratum_3,PUBLIC,TECHNICAL/ACADEMIC,67,65,61,57,55,40,68,72,66,76,64.4,61.0,1
11928,F,Stratum_1,PUBLIC,TECHNICAL/ACADEMIC,70,65,67,66,58,95,74,66,73,79,77.4,65.2,1
11929,M,Stratum_2,PUBLIC,ACADEMIC,64,55,64,69,53,93,73,78,75,87,81.2,61.0,0
11930,M,Stratum_4,PUBLIC,ACADEMIC,72,69,59,71,65,97,66,44,65,56,65.6,67.2,0
11931,M,Stratum_2,PUBLIC,TECHNICAL/ACADEMIC,46,61,52,41,49,88,32,12,30,76,47.6,49.8,0
11932,M,Stratum_3,PUBLIC,ACADEMIC,69,70,67,64,54,100,89,84,58,37,73.6,64.8,0
11933,F,Stratum_2,PUBLIC,TECHNICAL/ACADEMIC,55,57,52,65,52,93,57,22,33,2,41.4,56.2,1
11934,M,Stratum_3,PRIVATE,ACADEMIC,55,45,53,60,60,67,59,27,55,28,47.2,54.6,0
11935,F,Stratum_3,PUBLIC,TECHNICAL/ACADEMIC,74,62,59,68,54,75,43,60,75,50,60.6,63.4,1
11936,M,Stratum_2,PUBLIC,ACADEMIC,74,63,73,62,53,86,82,70,39,76,70.6,65.0,0
11937,M,Stratum_2,PUBLIC,ACADEMIC,47,57,57,62,66,92,43,87,86,48,71.2,57.8,0
11938,M,Stratum_3,PUBLIC,ACADEMIC,59,51,60,55,55,86,58,41,72,58,63.0,56.0,0
11939,F,Stratum_2,PUBLIC,ACADEMIC,51,51,46,43,41,94,35,65,49,30,54.6,46.4,1
11940,F,Stratum_4,PRIVATE,ACADEMIC,67,58,61,54,54,66,1,48,51,55,44.2,58.8,1
11941,F,Stratum_4,PRIVATE,ACADEMIC,69,72,65,67,93,71,97,87,95,83,86.6,73.2,1
11942,M,Stratum_2,PUBLIC,TECHNICAL/ACADEMIC,75,72,71,74,77,100,93,33,97,85,81.6,73.8,0
11943,M,Stratum_1,PUBLIC,ACADEMIC,81,69,75,72,71,100,87,86,88,55,83.2,73.6,0
11944,M,Stratum_3,PRIVATE,ACADEMIC,75,65,61,62,51,97,78,79,61,75,78.0,62.8,0
11945,F,Stratum_2,PUBLIC,ACADEMIC,56,52,53,54,50,66,22,42,63,38,46.2,53.0,1
11946,F,Stratum_1,PUBLIC,ACADEMIC,66,60,56,57,50,60,44,15,25,64,41.6,57.8,1
11947,M,Stratum_3,PRIVATE,ACADEMIC,74,65,69,69,100,99,95,90,94,62,88.0,75.4,0
11948,F,Stratum_3,PUBLIC,TECHNICAL/ACADEMIC,56,69,56,57,61,92,47,26,62,56,56.6,59.8,1
11949,F,Stratum_2,PRIVATE,TECHNICAL/ACADEMIC,64,67,66,67,70,79,64,74,83,67,73.4,66.8,1
11950,M,Stratum_3,PUBLIC,ACADEMIC,72,63,69,70,59,92,60,88,83,94,83.4,66.6,0
11951,M,Stratum_2,PUBLIC,TECHNICAL/ACADEMIC,85,63,67,83,52,95,60,92,62,55,72.8,70.0,0
11952,M,Stratum_3,PRIVATE,ACADEMIC,63,58,54,62,54,99,74,67,44,62,69.2,58.2,0
11953,M,Stratum_2,PRIVATE,ACADEMIC,56,54,56,63,58,63,55,30,83,0,46.2,57.4,0
11954,M,Stratum_4,PRIVATE,ACADEMIC,81,65,72,79,77,89,96,80,87,98,90.0,74.8,0
11955,M,Stratum_2,PUBLIC,TECHNICAL/ACADEMIC,64,58,62,64,82,96,70,68,93,90,83.4,66.0,0
11956,M,Stratum_2,PUBLIC,ACADEMIC,70,61,56,63,45,87,38,41,43,11,44.0,59.0,0
11957,M,Stratum_2,PUBLIC,ACADEMIC,95,75,80,88,93,99,94,94,65,83,87.0,86.2,0
11958,M,Stratum_2,PUBLIC,TECHNICAL,77,57,65,73,73,98,43,81,89,91,80.4,69.0,0
11959,M,Stratum_3,PRIVATE,ACADEMIC,69,65,80,89,69,89,89,99,87,100,92.8,74.4,0
11960,F,Stratum_1,PUBLIC,TECHNICAL/ACADEMIC,52,54,49,62,44,50,41,52,28,84,51.0,52.2,1
11961,M,Stratum_1,PUBLIC,ACADEMIC,64,55,56,60,44,93,49,44,25,32,48.6,55.8,0
11962,F,Stratum_2,PUBLIC,ACADEMIC,69,57,53,59,48,93,71,57,27,58,61.2,57.2,1
11963,F,Stratum_2,PUBLIC,TECHNICAL/ACADEMIC,69,67,54,67,65,92,64,97,62,37,70.4,64.4,1
11964,F,Stratum_3,PUBLIC,TECHNICAL,55,51,38,54,51,40,15,46,18,21,28.0,49.8,1
11965,F,Stratum_3,PUBLIC,TECHNICAL,74,75,69,72,88,81,74,91,91,88,85.0,75.6,1
11966,F,Stratum_2,PUBLIC,TECHNICAL,62,78,71,69,68,86,72,96,79,87,84.0,69.6,1
11967,M,Stratum_1,PUBLIC,TECHNICAL/ACADEMIC,44,55,59,51,47,99,100,100,64,73,87.2,51.2,0
11968,M,Stratum_2,PUBLIC,TECHNICAL,70,70,75,75,65,89,85,98,94,98,92.8,71.0,0
11969,M,Stratum_2,PUBLIC,ACADEMIC,85,72,65,73,71,100,97,90,93,62,88.4,73.2,0
11970,M,Stratum_2,PUBLIC,ACADEMIC,67,60,65,64,59,91,95,89,52,89,83.2,63.0,0
11971,M,Stratum_4,PRIVATE,ACADEMIC,95,63,67,74,79,100,76,91,93,24,76.8,75.6,0
11972,F,Stratum_2,PUBLIC,TECHNICAL/ACADEMIC,67,69,67,61,51,52,35,40,23,47,39.4,63.0,1
11973,F,Stratum_2,PUBLIC,ACADEMIC,47,51,59,58,47,35,29,63,54,83,52.8,52.4,1
11974,F,Stratum_2,PUBLIC,ACADEMIC,66,70,62,68,49,83,47,81,27,37,55.0,63.0,1
11975,F,Stratum_2,PUBLIC,ACADEMIC,64,57,60,66,50,93,38,50,40,38,51.8,59.4,1
11976,M,Stratum_2,PUBLIC,ACADEMIC,64,60,61,63,58,86,65,65,27,15,51.6,61.2,0
11977,M,Stratum_3,PUBLIC,TECHNICAL/ACADEMIC,47,52,54,60,48,91,44,60,61,3,51.8,52.2,0
11978,M,Stratum_3,PUBLIC,TECHNICAL/ACADEMIC,60,47,56,62,52,81,5,86,75,9,51.2,55.4,0
11979,F,Stratum_2,PUBLIC,TECHNICAL/ACADEMIC,72,75,93,77,67,99,95,99,86,61,88.0,76.8,1
11980,F,Stratum_2,PUBLIC,TECHNICAL/ACADEMIC,81,92,69,77,64,96,97,91,77,96,91.4,76.6,1
11981,F,Stratum_2,PRIVATE,ACADEMIC,77,75,66,81,88,99,88,77,100,95,91.8,77.4,1
11982,M,Stratum_3,PRIVATE,ACADEMIC,64,65,66,64,67,77,74,60,66,96,74.6,65.2,0
11983,M,Stratum_2,PUBLIC,TECHNICAL,66,63,65,79,52,97,89,67,40,85,75.6,65.0,0
11984,F,Stratum_3,PRIVATE,ACADEMIC,77,65,62,60,73,62,77,7,87,33,53.2,67.4,1
11985,M,Stratum_1,PUBLIC,ACADEMIC,67,55,71,59,51,98,87,58,68,19,66.0,60.6,0
11986,M,Stratum_6,PRIVATE,ACADEMIC,95,92,77,96,100,100,100,98,100,45,88.6,92.0,0
11987,F,Stratum_1,PUBLIC,TECHNICAL/ACADEMIC,50,65,49,57,51,62,78,61,71,2,54.8,54.4,1
11988,M,Stratum_4,PUBLIC,TECHNICAL/ACADEMIC,74,58,47,65,48,93,17,55,74,72,62.2,58.4,0
11989,M,Stratum_1,PUBLIC,TECHNICAL/ACADEMIC,58,55,59,60,54,88,42,1,70,64,53.0,57.2,0
11990,M,Stratum_4,PRIVATE,ACADEMIC,69,55,61,69,68,82,65,71,79,51,69.6,64.4,0
11991,F,Stratum_6,PRIVATE,ACADEMIC,95,65,80,82,75,100,87,96,90,92,93.0,79.4,1
11992,M,Stratum_6,PRIVATE,ACADEMIC,83,67,66,73,82,99,94,88,98,96,95.0,74.2,0
11993,F,Stratum_1,PUBLIC,TECHNICAL,53,56,62,55,54,80,91,6,68,62,61.4,56.0,1
11994,F,Stratum_2,PUBLIC,TECHNICAL,67,75,67,73,69,91,98,91,74,81,87.0,70.2,1
11995,F,Stratum_4,PUBLIC,ACADEMIC,55,69,57,53,52,4,52,68,76,22,44.4,57.2,1
11996,M,Stratum_3,PUBLIC,ACADEMIC,47,52,57,54,50,61,21,7,17,57,32.6,52.0,0
11997,M,Stratum_3,PUBLIC,ACADEMIC,72,65,77,69,59,100,100,87,76,80,88.6,68.4,0
11998,F,Stratum_2,PRIVATE,ACADEMIC,67,62,64,69,93,71,95,83,94,83,85.2,71.0,1
11999,M,Stratum_5,PRIVATE,ACADEMIC,75,63,62,71,75,93,72,53,91,78,77.4,69.2,0
12000,F,Stratum_4,PRIVATE,ACADEMIC,89,70,65,81,88,80,79,74,95,92,84.0,78.6,1
12001,M,Stratum_4,PRIVATE,ACADEMIC,83,79,72,80,100,95,90,87,100,82,90.8,82.8,0
12002,M,Stratum_4,PRIVATE,ACADEMIC,72,65,65,76,85,96,82,82,92,50,80.4,72.6,0
12003,M,Stratum_4,PRIVATE,ACADEMIC,100,92,87,82,100,100,100,99,100,88,97.4,92.2,0
12004,F,Stratum_4,PRIVATE,ACADEMIC,79,63,88,79,88,93,100,94,95,77,91.8,79.4,1
12005,M,Stratum_4,PRIVATE,ACADEMIC,79,72,71,80,100,91,87,97,99,98,94.4,80.4,0
12006,M,Stratum_3,PRIVATE,ACADEMIC,85,78,81,73,71,83,99,95,95,96,93.6,77.6,0
12007,M,Stratum_3,PRIVATE,ACADEMIC,85,63,58,66,93,95,87,72,95,88,87.4,73.0,0
12008,M,Stratum_2,PUBLIC,TECHNICAL/ACADEMIC,79,61,71,83,63,97,18,60,78,97,70.0,71.4,0
12009,F,Stratum_3,PUBLIC,ACADEMIC,46,38,43,50,44,8,26,15,40,34,24.6,44.2,1
12010,M,Stratum_1,PUBLIC,TECHNICAL/ACADEMIC,74,67,67,67,48,57,86,100,70,90,80.6,64.6,0
12011,M,Stratum_2,PRIVATE,ACADEMIC,56,51,51,54,48,26,30,38,24,2,24.0,52.0,0
12012,F,Stratum_1,PRIVATE,ACADEMIC,66,67,62,70,68,84,76,77,75,92,80.8,66.6,1
12013,F,Stratum_2,PUBLIC,ACADEMIC,55,60,51,56,52,68,33,24,50,74,49.8,54.8,1
12014,F,Stratum_3,PRIVATE,ACADEMIC,66,57,58,63,82,74,80,64,90,98,81.2,65.2,1
12015,M,Stratum_3,PUBLIC,TECHNICAL/ACADEMIC,70,58,75,64,49,89,94,26,70,6,57.0,63.2,0
12016,M,Stratum_5,PRIVATE,ACADEMIC,89,83,81,83,100,100,98,100,100,94,98.4,87.2,0
12017,M,Stratum_5,PRIVATE,ACADEMIC,87,72,67,76,84,88,80,71,98,88,85.0,77.2,0
12018,F,Stratum_5,PRIVATE,ACADEMIC,89,79,88,84,100,100,98,99,100,91,97.6,88.0,1
12019,M,Stratum_5,PRIVATE,ACADEMIC,75,69,75,68,88,100,93,87,91,46,83.4,75.0,0
12020,M,Stratum_3,PRIVATE,ACADEMIC,65,58,62,60,54,62,23,26,46,24,36.2,59.8,0
12021,M,Stratum_4,PRIVATE,ACADEMIC,83,67,77,79,84,92,76,83,42,19,62.4,78.0,0
12022,M,Stratum_2,PUBLIC,TECHNICAL/ACADEMIC,55,57,49,60,62,42,26,29,44,20,32.2,56.6,0
12023,F,Stratum_2,PRIVATE,ACADEMIC,70,70,59,66,64,88,88,76,83,78,82.6,65.8,1
12024,F,Stratum_3,PRIVATE,ACADEMIC,72,72,62,78,58,88,84,84,80,92,85.6,68.4,1
12025,F,Stratum_2,PUBLIC,TECHNICAL/ACADEMIC,63,55,62,58,53,41,29,71,37,56,46.8,58.2,1
12026,F,Stratum_3,PRIVATE,ACADEMIC,72,62,75,70,64,85,65,54,57,71,66.4,68.6,1
12027,F,Stratum_1,PUBLIC,ACADEMIC,59,61,59,73,64,72,72,67,75,64,70.0,63.2,1
12028,M,Stratum_4,PRIVATE,ACADEMIC,100,92,77,96,93,100,100,92,98,74,92.8,91.6,0
12029,F,Stratum_6,PRIVATE,ACADEMIC,77,60,63,69,88,100,40,87,96,42,73.0,71.4,1
12030,M,Stratum_2,PUBLIC,ACADEMIC,67,60,58,77,58,96,27,90,77,12,60.4,64.0,0
12031,F,Stratum_4,PRIVATE,ACADEMIC,77,61,65,75,93,95,89,80,98,76,87.6,74.2,1
12032,M,Stratum_2,PUBLIC,ACADEMIC,72,63,69,74,61,99,90,87,75,46,79.4,67.8,0
12033,M,Stratum_2,PUBLIC,ACADEMIC,69,69,67,70,60,93,99,81,92,61,85.2,67.0,0
12034,F,Stratum_4,PRIVATE,ACADEMIC,64,60,61,63,66,80,72,69,92,95,81.6,62.8,1
12035,F,Stratum_3,PRIVATE,ACADEMIC,62,58,52,62,63,66,33,72,82,92,69.0,59.4,1
12036,M,Stratum_3,PUBLIC,ACADEMIC,61,65,65,62,59,93,96,5,72,67,66.6,62.4,0
12037,M,Stratum_6,PRIVATE,ACADEMIC,67,70,62,74,100,98,85,80,98,73,86.8,74.6,0
12038,M,Stratum_2,PRIVATE,ACADEMIC,41,38,52,58,52,29,57,47,63,88,56.8,48.2,0
12039,M,Stratum_2,PRIVATE,ACADEMIC,65,61,69,64,67,83,90,91,82,89,87.0,65.2,0
12040,M,Stratum_2,PRIVATE,ACADEMIC,62,58,58,73,70,95,85,74,87,100,88.2,64.2,0
12041,M,Stratum_4,PRIVATE,TECHNICAL/ACADEMIC,77,61,51,63,66,93,66,67,77,5,61.6,63.6,0
12042,M,Stratum_5,PRIVATE,ACADEMIC,51,49,56,58,61,67,17,2,69,29,36.8,55.0,0
12043,F,Stratum_1,PUBLIC,TECHNICAL/ACADEMIC,72,72,61,70,60,86,84,88,76,87,84.2,67.0,1
12044,M,Stratum_2,PUBLIC,ACADEMIC,69,57,62,65,50,98,46,21,76,9,50.0,60.6,0
12045,F,Stratum_1,PUBLIC,TECHNICAL/ACADEMIC,67,72,62,69,67,95,92,87,65,81,84.0,67.4,1
12046,F,Stratum_2,PUBLIC,TECHNICAL/ACADEMIC,64,63,59,68,53,96,86,95,66,42,77.0,61.4,1
12047,F,Stratum_2,PUBLIC,TECHNICAL/ACADEMIC,66,57,54,62,61,90,74,83,78,77,80.4,60.0,1
12048,M,Stratum_3,PUBLIC,ACADEMIC,61,63,50,76,58,90,85,54,49,2,56.0,61.6,0
12049,F,Stratum_2,PUBLIC,TECHNICAL/ACADEMIC,50,57,57,56,48,55,59,76,61,87,67.6,53.6,1
12050,M,Stratum_3,PRIVATE,TECHNICAL/ACADEMIC,83,61,62,69,64,94,89,94,82,48,81.4,67.8,0
12051,M,Stratum_2,PUBLIC,ACADEMIC,58,69,72,73,71,99,79,88,57,93,83.2,68.6,0
12052,F,Stratum_3,PRIVATE,ACADEMIC,59,51,58,63,60,57,60,53,67,87,64.8,58.2,1
12053,M,Stratum_2,PUBLIC,TECHNICAL/ACADEMIC,69,63,64,67,71,99,97,16,78,8,59.6,66.8,0
12054,M,Stratum_2,PUBLIC,ACADEMIC,66,65,70,61,53,31,26,11,69,26,32.6,63.0,0
12055,M,Stratum_3,PUBLIC,ACADEMIC,64,63,77,68,61,85,90,98,75,99,89.4,66.6,0
12056,M,Stratum_3,PUBLIC,ACADEMIC,70,65,65,71,75,70,81,83,90,5,65.8,69.2,0
12057,F,Stratum_4,PRIVATE,ACADEMIC,67,72,63,70,75,98,94,91,93,86,92.4,69.4,1
12058,F,Stratum_3,PRIVATE,ACADEMIC,75,72,72,65,84,77,79,84,94,30,72.8,73.6,1
12059,F,Stratum_4,PRIVATE,ACADEMIC,64,54,44,59,58,11,34,4,47,72,33.6,55.8,1
12060,F,Stratum_3,PUBLIC,TECHNICAL/ACADEMIC,58,78,71,71,60,89,94,86,68,15,70.4,67.6,1
12061,F,Stratum_4,PRIVATE,ACADEMIC,72,61,63,64,81,81,80,87,96,59,80.6,68.2,1
12062,M,Stratum_1,PUBLIC,ACADEMIC,83,54,67,76,65,97,90,81,76,27,74.2,69.0,0
12063,M,Stratum_3,PRIVATE,ACADEMIC,99,78,80,93,100,98,91,78,99,87,90.6,90.0,0
12064,M,Stratum_1,PUBLIC,TECHNICAL/ACADEMIC,58,54,53,64,60,92,35,13,77,21,47.6,57.8,0
12065,F,Stratum_4,PUBLIC,TECHNICAL,70,60,61,65,60,96,5,69,33,50,50.6,63.2,1
